Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
PP large car bugs 27th August revisitation bugs have spread,,-24.186679999999999,30.876560000000001,7323467.020028810016811,284302.302979230007622,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,43:20.0,30.876560000000001,-24.186679999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.186679999999999,30.876560000000001,7323467.020028810016811,284302.302979230007622,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,43:20.0,30.876560000000001,-24.186679999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.186679999999999,30.876560000000001,7323467.020028810016811,284302.302979230007622,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,43:20.0,30.876560000000001,-24.186679999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.186650000000000,30.876700000000000,7323470.559150369837880,284316.477968349005096,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,43:47.0,30.876700000000000,-24.186650000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.187740000000002,30.877079999999999,7323350.409082490019500,284356.923694409022573,,-,-,Low,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,51:45.0,30.877079999999999,-24.187740000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.179410000000001,30.871510000000001,7324264.496641940437257,283776.908781789010391,,-,-,Low,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,06:12.0,30.871510000000001,-24.179410000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.189170000000001,30.876230000000000,7323190.699471060186625,284272.962318509002216,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,15:15.0,30.876230000000000,-24.189170000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.222709999999999,30.897900000000000,7319508.870474980212748,286530.720413786009885,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,14:23.0,30.897900000000000,-24.222709999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.196999999999999,30.877700000000001,7322325.658655219711363,284435.498605060973205,,-,-,Med,Car,Primary,Needs both treatments,,2020 - Quarter 1,Prickly pear,Untreated,35:59.0,30.877700000000001,-24.196999999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.222200000000001,30.885770000000001,7319546.752172219567001,285297.684943140018731,,-,-,Med,Car,Primary,Needs both treatments,,2020 - Quarter 1,Prickly pear,Untreated,20:14.0,30.885770000000001,-24.222200000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.221019999999999,30.885249999999999,7319676.657673859968781,285242.882223195978440,,-,-,Low,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,20:27.0,30.885249999999999,-24.221019999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.217269999999999,30.897950000000002,7320111.518841600045562,286526.726139843987767,,-,-,Med,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,52:01.0,30.897950000000002,-24.217269999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.217279999999999,30.898720000000001,7320111.588652529753745,286604.963438490987755,,-,-,Med,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,00:54.0,30.898720000000001,-24.217279999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.204509999999999,30.897040000000001,7321523.511318339966238,286412.999583371973131,,-,MSMA,Low,Car,Primary,Update - Dead,,2020 - Quarter 1,Prickly pear,Treated,39:55.0,30.897040000000001,-24.204509999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.204020000000000,30.896529999999998,7321577.006873889826238,286360.368591714999638,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,46:36.0,30.896529999999998,-24.204020000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204020000000000,30.896529999999998,7321577.006873889826238,286360.368591714999638,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,46:36.0,30.896529999999998,-24.204020000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204020000000000,30.896529999999998,7321577.006873889826238,286360.368591714999638,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,46:36.0,30.896529999999998,-24.204020000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201940000000000,30.893470000000001,7321802.717154240235686,286046.010807997023221,,Cochineal bug,MSMA,High,Car,Primary,,4 cladodes,2020 - Quarter 1,Prickly pear,Treated,05:06.0,30.893470000000001,-24.201940000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201940000000000,30.893470000000001,7321802.717154240235686,286046.010807997023221,,Cochineal bug,MSMA,High,Car,Primary,,4 cladodes,2020 - Quarter 1,Prickly pear,Treated,05:06.0,30.893470000000001,-24.201940000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201989999999999,30.893709999999999,7321797.546472880057991,286070.477740715024993,,Cochineal bug,MSMA,High,Foot,Secondary,,4 cladodes,2020 - Quarter 1,Prickly pear,Treated,06:45.0,30.893709999999999,-24.201989999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201989999999999,30.893709999999999,7321797.546472880057991,286070.477740715024993,,Cochineal bug,MSMA,High,Foot,Secondary,,1 cladode,2020 - Quarter 1,Prickly pear,Treated,06:45.0,30.893709999999999,-24.201989999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201989999999999,30.893709999999999,7321797.546472880057991,286070.477740715024993,,Cochineal bug,MSMA,High,Foot,Secondary,,1 cladode,2020 - Quarter 1,Prickly pear,Treated,06:45.0,30.893709999999999,-24.201989999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201989999999999,30.893709999999999,7321797.546472880057991,286070.477740715024993,,Cochineal bug,MSMA,High,Foot,Secondary,,1 cladode,2020 - Quarter 1,Prickly pear,Treated,06:45.0,30.893709999999999,-24.201989999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201989999999999,30.893709999999999,7321797.546472880057991,286070.477740715024993,,Cochineal bug,MSMA,High,Foot,Secondary,,1 cladode,2020 - Quarter 1,Prickly pear,Treated,06:45.0,30.893709999999999,-24.201989999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201630000000002,30.893689999999999,7321837.391906639561057,286067.844555541989394,,Cochineal bug,MSMA,High,Car,Primary,,6 cladodes,2020 - Quarter 1,Prickly pear,Treated,19:18.0,30.893689999999999,-24.201630000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.201350000000001,30.889399999999998,7321861.828400161117315,285631.520760699990205,,-,-,Low,Car,Primary,Removed to nursery,3 cladodes,2020 - Quarter 1,Prickly pear,Treated,40:02.0,30.889399999999998,-24.201350000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204670000000000,30.885660000000001,7321488.335290890187025,285257.109075311978813,,Cochineal bug,MSMA,Med,Car,Primary,,5 cladodes,2020 - Quarter 1,Prickly pear,Treated,45:27.0,30.885660000000001,-24.204670000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204280000000001,30.885159999999999,7321530.765531649813056,285205.657125132973306,,Cochineal bug,MSMA,Med,Car,Primary,,12 cladodes,2020 - Quarter 1,Prickly pear,Treated,49:33.0,30.885159999999999,-24.204280000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204300000000000,30.885210000000001,7321528.627093690447509,285210.770471272990108,,Cochineal bug,MSMA,Med,Car,Primary,,10 cladodes,2020 - Quarter 1,Prickly pear,Treated,50:01.0,30.885210000000001,-24.204300000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204300000000000,30.885179999999998,7321528.580949080176651,285207.722587978991214,,Cochineal bug,MSMA,Low,Car,Primary,,3 cladodes,2020 - Quarter 1,Prickly pear,Treated,50:25.0,30.885179999999998,-24.204300000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204300000000000,30.885179999999998,7321528.580949080176651,285207.722587978991214,,Cochineal bug,MSMA,Low,Car,Primary,,4 cladodes,2020 - Quarter 1,Prickly pear,Treated,50:25.0,30.885179999999998,-24.204300000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204300000000000,30.885179999999998,7321528.580949080176651,285207.722587978991214,,Cochineal bug,MSMA,Low,Car,Primary,,3 cladodes,2020 - Quarter 1,Prickly pear,Treated,50:25.0,30.885179999999998,-24.204300000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.203330000000001,30.885950000000001,7321637.209358549676836,285284.325498481979594,,-,-,Med,Car,Primary,Removed to nursery,4 cladodes,2020 - Quarter 1,Prickly pear,Treated,04:09.0,30.885950000000001,-24.203330000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.202960000000001,30.887550000000001,7321680.652370849624276,285446.260626850998960,,Cochineal bug,MSMA,High,Car,Primary,,6 cladodes,2020 - Quarter 1,Prickly pear,Treated,09:32.0,30.887550000000001,-24.202960000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.193580000000001,30.885629999999999,7322716.697547440417111,285235.470804176002275,,Cochineal bug,MSMA,Med,Car,Primary,,6 cladodes,2020 - Quarter 1,Prickly pear,Treated,41:32.0,30.885629999999999,-24.193580000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.207899999999999,30.892759999999999,7321141.458242289721966,285983.835851438983809,,-,-,Low,Car,Primary,Removed to nursery,,2020 - Quarter 1,Prickly pear,Treated,38:47.0,30.892759999999999,-24.207899999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.222030000000000,30.885690000000000,7319565.459557658992708,285289.273172670975327,,Cochineal bug,-,Med,Car,Primary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,04:38.0,30.885690000000000,-24.222030000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.219000000000001,30.885800000000000,7319901.254247950389981,285295.364118343975861,,Cochineal bug,-,Low,Car,Primary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,14:29.0,30.885800000000000,-24.219000000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.219300000000000,30.886070000000000,7319868.439359949901700,285323.295088761020452,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,18:48.0,30.886070000000000,-24.219300000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.216380000000001,30.895399999999999,7320206.198916070163250,286266.197574744001031,,Cochineal bug,-,Low,Car,Primary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,48:47.0,30.895399999999999,-24.216380000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.216210000000000,30.895209999999999,7320224.738343049772084,286246.612350784998853,,Cochineal bug,-,High,Car,Primary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,54:49.0,30.895209999999999,-24.216210000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.214820000000000,30.890419999999999,7320371.360868110321462,285757.687628281011712,,Cochineal bug,-,Med,Car,Primary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,12:40.0,30.890419999999999,-24.214820000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201969999999999,30.882700000000000,7321782.852109859697521,284951.852238732972182,,-,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,00:32.0,30.882700000000000,-24.201969999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.202089999999998,30.882439999999999,7321769.159633370116353,284925.638224394002464,,Cochineal bug,MSMA,Low,Foot,Secondary,,,2020 - Quarter 1,Prickly pear,Treated,02:38.0,30.882439999999999,-24.202089999999998
PP large car bugs 27th August revisitation bugs have spread,,-24.201870000000000,30.882290000000001,7321793.297446670010686,284910.029110717005096,,Cochineal bug,-,Low,Foot,Secondary,needs chemical control,,2020 - Quarter 1,Prickly pear,Treated,04:34.0,30.882290000000001,-24.201870000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201709999999999,30.882140000000000,7321810.789201430045068,284894.520702384004835,,-,MSMA,High,Foot,Secondary,,,2020 - Quarter 1,Prickly pear,Treated,06:20.0,30.882140000000000,-24.201709999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.192390000000000,30.875380000000000,7322832.715174010023475,284192.017266370996367,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,44:36.0,30.875380000000000,-24.192390000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.195879999999999,30.874260000000000,7322444.405361729674041,284084.099253421009053,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,57:05.0,30.874260000000000,-24.195879999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.196159999999999,30.874240000000000,7322413.359485969878733,284082.539033740002196,,Cochineal bug,MSMA,Low,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,03:33.0,30.874240000000000,-24.196159999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.195699999999999,30.872499999999999,7322461.621974100358784,283904.973841094004456,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,10:14.0,30.872499999999999,-24.195699999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.190420000000000,30.874549999999999,7323049.645056219771504,284104.365580231009517,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,18:59.0,30.874549999999999,-24.190420000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.190159999999999,30.874780000000001,7323078.800024710595608,284127.297393917979207,,Cochineal bug,MSMA,Low,Foot,Secondary,,,2020 - Quarter 1,Prickly pear,Treated,23:31.0,30.874780000000001,-24.190159999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.189660000000000,30.874240000000000,7323133.349404710344970,284071.586795706010889,,Cochineal bug,MSMA,High,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,28:18.0,30.874240000000000,-24.189660000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.193770000000001,30.871659999999999,7322674.104149550199509,283816.370729280984960,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 1,Prickly pear,Treated,24:34.0,30.871659999999999,-24.193770000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.196259999999999,30.873010000000001,7322400.380889629013836,283957.735856715997215,,-,MSMA,Med,Car,Primary,Needs biological control,,2020 - Quarter 1,Prickly pear,Treated,30:48.0,30.873010000000001,-24.196259999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.195589999999999,30.925550000000001,7322554.848993820138276,289294.797093303001020,,Cochineal bug,MSMA,Low,Car,Primary,,,2020 - Quarter 2,Prickly pear,Treated,44:23.0,30.925550000000001,-24.195589999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.195589999999999,30.925550000000001,7322554.848993820138276,289294.797093303001020,,Cochineal bug,MSMA,Low,Car,Primary,,,2020 - Quarter 2,Prickly pear,Treated,44:23.0,30.925550000000001,-24.195589999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201640000000001,30.928059999999999,7321888.503159689716995,289559.753831062989775,,Cochineal bug,MSMA,Med,Car,Primary,,,2020 - Quarter 2,Prickly pear,Treated,47:15.0,30.928059999999999,-24.201640000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201640000000001,30.928059999999999,7321888.503159689716995,289559.753831062989775,,Cochineal bug,MSMA,Low,Car,Primary,,,2020 - Quarter 2,Prickly pear,Treated,47:15.0,30.928059999999999,-24.201640000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201239999999999,30.927930000000000,7321932.613367909565568,289545.889153897995129,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,48:32.0,30.927930000000000,-24.201239999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201239999999999,30.927930000000000,7321932.613367909565568,289545.889153897995129,,Cochineal bug,MSMA,High,Foot,Secondary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,48:32.0,30.927930000000000,-24.201239999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201010000000000,30.927990000000001,7321958.179783740080893,289551.607110039971303,,Cochineal bug,MSMA,Med,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,49:12.0,30.927990000000001,-24.201010000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201010000000000,30.927990000000001,7321958.179783740080893,289551.607110039971303,,Cochineal bug,MSMA,Med,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,49:12.0,30.927990000000001,-24.201010000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201670000000000,30.930869999999999,7321889.411429549567401,289845.288668364984915,,Cochineal bug,MSMA,Med,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,02:03.0,30.930869999999999,-24.201670000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201670000000000,30.930869999999999,7321889.411429549567401,289845.288668364984915,,Cochineal bug,MSMA,Med,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,02:03.0,30.930869999999999,-24.201670000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.213020000000000,30.853870000000001,7320514.159409640356898,282041.569829681015108,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,32:40.0,30.853870000000001,-24.213020000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.213239999999999,30.852920000000001,7320488.306577930226922,281945.433487485977821,,Cochineal bug,MSMA,Low,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,21:24.0,30.852920000000001,-24.213239999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.213239999999999,30.852920000000001,7320488.306577930226922,281945.433487485977821,,Cochineal bug,MSMA,Low,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,21:24.0,30.852920000000001,-24.213239999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.213249999999999,30.852950000000000,7320487.245751149952412,281948.498232466983609,,Cochineal bug,MSMA,High,Foot,Secondary,,,2020 - Quarter 2,Prickly pear,Treated,44:19.0,30.852950000000000,-24.213249999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.213249999999999,30.852950000000000,7320487.245751149952412,281948.498232466983609,,Cochineal bug,MSMA,High,Foot,Secondary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,44:19.0,30.852950000000000,-24.213249999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.196729999999999,30.877739999999999,7322355.627626899629831,284439.108435826026835,,Cochineal bug,MSMA,High,Car,Primary,,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,28:25.0,30.877739999999999,-24.196729999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.222090000000001,30.884609999999999,7319557.151350540108979,285179.665307119023055,,Cochineal bug,MSMA,High,Foot,Secondary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,07:56.0,30.884609999999999,-24.222090000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.225819999999999,30.866520000000001,7319116.017522010020912,283348.355193879979197,,-,-,Low,Foot,Secondary,Removed to nursery,2 cladodes,2020 - Quarter 2,Prickly pear,Treated,56:48.0,30.866520000000001,-24.225819999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.191060000000000,30.845150000000000,7322933.007873710244894,281118.176083508005831,,Cochineal bug,MSMA,High,Car,Primary,Evidence of cactoblastis moth,,2020 - Quarter 2,Prickly pear,Treated,21:51.0,30.845150000000000,-24.191060000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.195390000000000,30.836079999999999,7322439.135961020365357,280204.013289991999045,,Cochineal bug,MSMA,High,Foot,Secondary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,06:40.0,30.836079999999999,-24.195390000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204940000000001,30.875889999999998,7321443.368599980138242,284264.970858522981871,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,33:46.0,30.875889999999998,-24.204940000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204840000000001,30.875720000000001,7321454.182721399702132,284247.531079277978279,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,34:50.0,30.875720000000001,-24.204840000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204390000000000,30.875900000000001,7321504.306310740299523,284265.060391717997845,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,9 cladodes,2020 - Quarter 2,Prickly pear,Treated,38:05.0,30.875900000000001,-24.204390000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.204350000000002,30.875620000000001,7321508.304411850869656,284236.546000542002730,,Cochineal bug,-,High,Car,Primary,needs chemical control,9 cladodes,2020 - Quarter 2,Prickly pear,Treated,41:38.0,30.875620000000001,-24.204350000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.204319999999999,30.875599999999999,7321511.596541780047119,284234.463531858986244,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,42:12.0,30.875599999999999,-24.204319999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.204319999999999,30.875599999999999,7321511.596541780047119,284234.463531858986244,,Cochineal bug,-,High,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,42:43.0,30.875599999999999,-24.204319999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.205030000000001,30.876230000000000,7321433.924749540165067,284299.665074565971736,,Cochineal bug,-,Low,Foot,Secondary,needs chemical control,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,45:53.0,30.876230000000000,-24.205030000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.202529999999999,30.877099999999999,7321712.187578439712524,284383.845007917028852,,Cochineal bug,-,High,Car,Primary,needs chemical control,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,54:44.0,30.877099999999999,-24.202529999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.197620000000001,30.881039999999999,7322262.133304310031235,284775.891337184992153,,Cochineal bug,-,High,Car,Primary,needs chemical control,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,05:08.0,30.881039999999999,-24.197620000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.198010000000000,30.881869999999999,7322220.212692010216415,284860.875544790003914,,Cochineal bug,-,Med,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:04.0,30.881869999999999,-24.198010000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.198139999999999,30.881969999999999,7322205.966957259923220,284871.253960440983064,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:37.0,30.881969999999999,-24.198139999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.198139999999999,30.881920000000001,7322205.889945900067687,284866.173903178016189,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:59.0,30.881920000000001,-24.198139999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.180190000000000,30.897010000000002,7324217.308815769851208,286369.414121911977418,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,41:51.0,30.897010000000002,-24.180190000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.179510000000001,30.897819999999999,7324293.867727139964700,286450.589582545973826,,Cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,48:24.0,30.897819999999999,-24.179510000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.175950000000000,30.897839999999999,7324688.226536120288074,286446.693654912989587,,Cochineal bug,-,High,Car,Primary,needs chemical control,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,59:06.0,30.897839999999999,-24.175950000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.175970000000000,30.898160000000001,7324686.500002699904144,286479.244731548998971,,-,-,Low,Foot,Secondary,Removed to nursery,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,59:54.0,30.898160000000001,-24.175970000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.174189999999999,30.891890000000000,7324874.073698209598660,285839.126565189973917,,Cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,20:10.0,30.891890000000000,-24.174189999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.182259999999999,30.895730000000000,7323986.065196280367672,286242.798191134002991,,Cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,18:39.0,30.895730000000000,-24.182259999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.195419999999999,30.908270000000002,7322547.506323589943349,287538.838688356976490,,Cochineal bug,-,Med,Car,Primary,needs chemical control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,00:44.0,30.908270000000002,-24.195419999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.198370000000001,30.912769999999998,7322227.583692478947341,288000.929097577987704,,Cochineal bug,MSMA,Med,Car,Primary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,13:15.0,30.912769999999998,-24.198370000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201709999999999,30.916100000000000,7321862.676157429814339,288344.773875878017861,,Cochineal bug,MSMA,Med,Car,Primary,,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,18:50.0,30.916100000000000,-24.201709999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201480000000000,30.916090000000001,7321888.137136669829488,288343.377881604013965,,-,-,Low,Foot,Secondary,Removed to nursery,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,19:39.0,30.916090000000001,-24.201480000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201560000000001,30.915920000000000,7321879.018224749714136,288326.238582973019220,,-,MSMA,Low,Foot,Secondary,Needs biological control,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,20:36.0,30.915920000000000,-24.201560000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201270000000001,30.916049999999998,7321911.337333880364895,288338.967017262999434,,-,MSMA,Low,Foot,Secondary,Needs biological control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,21:48.0,30.916049999999998,-24.201270000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201239999999999,30.916039999999999,7321914.645152550190687,288337.901476348983124,,-,MSMA,Med,Foot,Secondary,Needs biological control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,22:10.0,30.916039999999999,-24.201239999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201160000000002,30.916020000000000,7321923.476105709560215,288335.737346942012664,,-,MSMA,Med,Foot,Secondary,Needs biological control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,22:39.0,30.916020000000000,-24.201160000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.201039999999999,30.916129999999999,7321936.934706590138376,288346.714779059984721,,Cochineal bug,MSMA,Med,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,26:29.0,30.916129999999999,-24.201039999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.200910000000000,30.916010000000000,7321951.152399850077927,288334.308295649010688,,Cochineal bug,MSMA,Med,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,27:35.0,30.916010000000000,-24.200910000000000
