Title,,,,,Date Created,Latitude,Longitude,Northing,Easting,Description,Biocontrol,Camera,Chemical c,Density,Detection method,Detection method description,Done,Done_1,field_2,field_3,Grid,id,layer,Notes,Number of,path,Plot,Point Id,Quarter,Seedling,Sex,Species,Status,timestamp,Tree#,WKT,X,Y,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.21621,30.89521,-2779776459,3439239045,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 1,,,Prickly pear,Treated,54:49.0,,,30.89521,-24.21621,,,,,,,
Qon Large Walk Bugs,,,,,,-24.21619362,30.8239503,-2779774459,3431306452,,Mealy bug,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,13:07.0,,,30.8239503,-24.21619362,,,,,,,
Qon Med Walk Nursery,,,,,,-24.21619,30.82716,3610322864,-2695733.94,,-,,-,Med,Foot,Secondary,,,,,,,,Removed to nursery,,,,,2020 - Quarter 2,,,Queen of the night,,46:35.0,,,-24.21619,30.82716,,,,,,,
Qon Med Walk Nursery,,,,,,-24.21619,30.82716,-2779774017,3431663754,,-,,-,Med,Foot,Secondary,,,,,,,,Removed to nursery,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,46:35.0,,,30.82716,-24.21619,,,,,,,
Qon Med Walk Nursery,,,,,,-24.21618874,30.82715822,-2779773864,3431663556,,-,,-,Med,Foot,Secondary,,,,,,,,Removed to nursery,-,,,,,,,Queen of the night,,46:35.0,,,30.82715822,-24.21618874,,,,,,,
21,,,,,,-24.21618855,30.89302845,-2779773.84,3438996196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marula Tree Wrapped 1.5m Mesh 2Jun,,,,,2021-06-02T11:53:51+02:00,-24.21614673,30.86688287,-2779768736,3436085684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Extra large Car Bugs 13c Fruiting,,,,,,-24.21614,30.93698,-2779767914,3443888.86,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,51:05.0,,,30.93698,-24.21614,,,,,,,
Pp Extra large Car Bugs 13c Fruiting. Update 17 Nov Bugs Have Spread,,,,,,-24.21614,30.93698,-2779767914,3443888.86,,Cochineal bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,51:05.0,,,30.93698,-24.21614,,,,,,,
Pp Med Walk 5c Nursery,,,,,,-24.21607476,30.82286793,-2779759951,3431185963,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,23:22.0,,,30.82286793,-24.21607476,,,,,,,
Pp Med Walk 5c Nursery,,,,,,-24.21607476,30.82286793,-2779759951,3431185963,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,23:22.0,,,30.82286793,-24.21607476,,,,,,,
Pp Large Foot Poo Treated Bugs 27th August,,,,,,-24.21605,30.94579,-2779756929,3444869585,,Cochineal bug,,-,High,Walk - poo,Tertiary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,05:36.0,,,30.94579,-24.21605,,,,,,,
Pp Large Foot Poo Treated Bugs 27th August,,,,,,-24.21605,30.94579,-2779756929,3444869585,,Cochineal bug,,,High,walk - poo,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,,05:36.0,,,30.94579,-24.21605,,,,,,,
Marula Tree Wrapped 1,,,,5m Mesh 23June,2021-06-23T09:33:17+02:00,-24.21601349,30.86736715,-2779752473,3436139593,Bark stripping 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Med Foot Poo 4c Untreated,,,,,,-24216.00,30.94583,-2779750826,3444874038,,-,,-,Med,Walk - poo,Tertiary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,04:49.0,,,30.94583,-24216,,,,,,,
Pp Med Foot Poo 4c Untreated,,,,,,-24216.00,30.94583,-2779750826,3444874038,,-,,-,Med,walk - poo,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,untreated,04:49.0,,,30.94583,-24216,,,,,,,
Pp Large Walk Bugs 7c,,,,,,-24.21598315,30.82312548,-2779748769,3431214633,,Cochineal bug,,,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly pear,,18:02.0,,,30.82312548,-24.21598315,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.21596,30.86457,-2779745944,3435828216,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,25:49.0,,,30.86457,-24.21596,,,,,,,
Pp Large Foot Grass Nursery 6c After Report,,,,,,-24.21596,30.8966,-2779745944,3439393779,,-,,-,High,walk - grass survey,Tertiary,,,,,,,,nursery,,,,,,,,Prickly Pear,,17:09.0,,,30.8966,-24.21596,,,,,,,
Pp Med Car Bugs 4c,,,,,,-24.21592042,30.82604638,-2779741112,3431539786,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,40:09.0,,,30.82604638,-24.21592042,,,,,,,
Pp Med Car Bugs 4c,,,,,,-24.21592,30.82605,-2779741061,3431540189,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,40:09.0,,,30.82605,-24.21592,,,,,,,
Pp Med Car Bugs 4c,,,,,,-24.21592,30.82605,-2779741061,3431540189,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,40:09.0,,,30.82605,-24.21592,,,,,,,
Pp Med Foot Poo Untreated 4c,,,,,,-24.2159,30.94581,-2779738.62,3444871811,,-,,-,Med,Walk - poo,Tertiary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,06:19.0,,,30.94581,-24.2159,,,,,,,
Pp Med Foot Poo Untreated 4c,,,,,,-24.2159,30.94581,-2779738.62,3444871811,,-,,-,Med,walk - poo,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,untreated,06:19.0,,,30.94581,-24.2159,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.21589,30.86466,-2779737399,3435838235,,-,,MSMA,High,Car,Primary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,25:19.0,,,30.86466,-24.21589,,,,,,,
Moon Cactus Large,,,,,,-24.21577297,30.82433364,-2779723115,3431349125,,-,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Moon cactus,,11:24.0,,,30.82433364,-24.21577297,,,,,,,
Marula Tree Wrapped 1.5m Mesh 21May,,,,,2021-05-21T09:44:07+02:00,-24.21575912,30.89590373,-2779721424,3439316271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moon Cactus Infestation,,,,,,-24.21575317,30.82407069,-2779720698,3431319853,,-,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Moon cactus,,09:13.0,,,30.82407069,-24.21575317,,,,,,,
Qon Med Walk Spray,,,,,,-24.21570393,30.83412768,-2779714688,3432439392,,-,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,48:47.0,,,30.83412768,-24.21570393,,,,,,,
Qon Med Walk Spray,,,,,,-24.21570393,30.83412768,-2779714688,3432439392,,-,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,48:47.0,,,30.83412768,-24.21570393,,,,,,,
Qon Med Walk Spray,,,,,,-24.21570393,30.83412768,-2779714688,3432439392,,-,,MSMA,Med,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,48:47.0,,,30.83412768,-24.21570393,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,3611226.45,-2695679393,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,,-24.2157,30.83413,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,3611226.45,-2695679393,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,,-24.2157,30.83413,,,,,,,
Qon Med X3 Walk Spray,,,,,,-24.2157,30.83413,3611226.45,-2695679393,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,48:47.0,,,-24.2157,30.83413,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,-2779714208,3432439651,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,-2779714208,3432439651,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,-2779714208,3432439651,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,-2779714208,3432439651,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,,30.83413,-24.2157,,,,,,,
Qon Med Walk Spray,,,,,,-24.2157,30.83413,-2779714208,3432439651,,-,,MSMA,Med,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,48:47.0,,,30.83413,-24.2157,,,,,,,
Pp Large Foot Poo Untreated 7c,,,,,,-24.21569,30.94604,-2779712987,3444897415,,-,,-,High,Walk - poo,Tertiary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,06:56.0,,,30.94604,-24.21569,,,,,,,
Pp Large Foot Poo Untreated 7c,,,,,,-24.21569,30.94604,-2779712987,3444897415,,-,,-,High,walk - poo,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,untreated,06:56.0,,,30.94604,-24.21569,,,,,,,
Grass Site 27,,,,,2021-02-05T11:33:12+02:00,-24.21569,30.89598,-2779712987,3439324761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qon Small Walk Spray,,,,,,-24.21567038,30.83436258,-2779710593,3432465541,,-,,MSMA,Low,Foot,Secondary,,,,,,,,,,,,,,,,Queen of the night,,45:40.0,,,30.83436258,-24.21567038,,,,,,,
Qon Small Walk Spray,,,,,,-24.21567,30.83436,3611256268,-2695676054,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,45:40.0,,,-24.21567,30.83436,,,,,,,
Qon Small Walk Spray,,,,,,-24.21567,30.83436,-2779710546,3432465254,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,45:40.0,,,30.83436,-24.21567,,,,,,,
Qon Med Car Bugs,,,,,,-24.21565,30.83446,3611269233,-2695673827,,Mealy bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 2,,,Queen of the night,,46:25.0,,,-24.21565,30.83446,,,,,,,
Qon Med Car Bugs,,,,,,-24.21565,30.83446,-2779708105,3432476386,,Mealy bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,46:25.0,,,30.83446,-24.21565,,,,,,,
Qon Med Car Bugs,,,,,,-24.21564929,30.8344623,-2779708018,3432476642,,Mealy bug,,-,Med,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,46:25.0,,,30.8344623,-24.21564929,,,,,,,
Pp Med 4c Walk Nursery,,,,,,-24.21564685,30.82343464,-2779707721,3431249049,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,20:24.0,,,30.82343464,-24.21564685,,,,,,,
Pp Med Car Bugs 5c,,,,,,-24.21564,30.89709,-2779706884,3439448326,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly Pear,,49:42.0,,,30.89709,-24.21564,,,,,,,
Pp Med Car Bugs 5c,,,,,,-24.21564,30.89709,-2779706884,3439448326,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 3,,,Prickly Pear,,49:42.0,,,30.89709,-24.21564,,,,,,,
Qon Large Car Bugs,,,,,,-24.21561,30.83437,3611257565,-2695669374,,Mealy bug,,-,High,Car,Primary,,,,,,,,needs chemical control,,,,,2020 - Quarter 2,,,Queen of the night,,45:21.0,,,-24.21561,30.83437,,,,,,,
Pp Large Already Bugs Car 10c,,,,,,-24.21561,30.83962,-2779703223,3433050795,,Cochineal bug,,-,High,Car,Primary,,,,,,,,already infected with bugs,10 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,27:11.0,,,30.83962,-24.21561,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.21561,30.89458,-2779703223,3439168914,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Update - Dead,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,46:26.0,,,30.89458,-24.21561,,,,,,,
Pp Med Walk 4c Nursery,,,,,,-24.21561,30.89458,-2779703223,3439168914,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly Pear,,46:26.0,,,30.89458,-24.21561,,,,,,,
Pp Med Walk 4c Nursery,,,,,,-24.21561,30.89458,-2779703223,3439168914,,-,,-,Med,Foot,Secondary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,46:26.0,,,30.89458,-24.21561,,,,,,,
Qon Large Car Bugs,,,,,,-24.21561,30.83437,-2779703223,3432466367,,Mealy bug,,-,High,Car,Primary,,,,,,,,needs chemical control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,45:21.0,,,30.83437,-24.21561,,,,,,,
Qon Large Car Bugs,,,,,,-24.21560807,30.83437121,-2779702987,3432466502,,Mealy bug,,,High,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,45:21.0,,,30.83437121,-24.21560807,,,,,,,
Pp Large Already Bugs Car 10c Source Of Bugs,,,,,,-24.21560699,30.8396169,-2779702855,3433050.45,,Cochineal bug,,-,High,Foot,Secondary,,,,,,,,already infected with bugs,,,,,,,,Prickly pear,,27:11.0,,,30.8396169,-24.21560699,,,,,,,
PP large car bugs 27th August revisitation bugs have spread,,,,,,-24.21552,30.86472,-2779692237,3435844914,,-,,MSMA,High,Car,Primary,,,,,,,,Needs biological control,,,,,2019 - Quarter 4,,,Prickly pear,Treated,27:39.0,,,30.86472,-24.21552,,,,,,,
pp car small bugs,,,,,,-24.21551,30.8283,-2779691017,3431790658,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,41:52.0,,,30.8283,-24.21551,,,,,,,
pp car small bugs,,,,,,-24.21551,30.8283,-2779691017,3431790658,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,needs chemical control,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,41:52.0,,,30.8283,-24.21551,,,,,,,
Pp Large Car Bugs 7c 3 Small Ones,,,,,,-24.21551,30.8283,-2779691017,3431790658,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,7 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,41:52.0,,,30.8283,-24.21551,,,,,,,
Pp Large Car Bugs 7c 3 Small Ones,,,,,,-24.21550997,30.82830488,-2779691013,3431791201,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,41:52.0,,,30.82830488,-24.21550997,,,,,,,
Pp Med Foot Poo 5c Untreated,,,,,,-24.21546,30.94592,-2779684914,3444884057,,-,,-,Med,walk - poo,Tertiary,,,,,,,,,,,,,,,,Prickly Pear,untreated,07:51.0,,,30.94592,-24.21546,,,,,,,
Pp Med Foot Poo 5c Untreated,,,,,,-24.21546,30.94592,-2779684914,3444884057,,-,,-,Med,Walk - poo,Tertiary,,,,,,,,untreated,,,,,2020 - Quarter 3,,,Prickly Pear,,07:51.0,,,30.94592,-24.21546,,,,,,,
Pp Med Car Bugs 6c,,,,,,-24.21543,30.83608,-2779681252,3432656724,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,6 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,44:00.0,,,30.83608,-24.21543,,,,,,,
Pp Med Car Bugs 6c,,,,,,-24.21542971,30.83608229,-2779681217,3432656979,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,44:00.0,,,30.83608229,-24.21542971,,,,,,,
Pp Small Walk 2c Nurseries,,,,,,-24.21537,30.82283,-2779673928,3431181.74,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,52:57.0,,,30.82283,-24.21537,,,,,,,
Pp Walk Large 6c Bugs. Pp Small Walk Nursery,,,,,,-24.21537,30.82283,-2779673928,3431181.74,,Cochineal bug,,,High,Foot,Secondary,,,,,,,,,,,,,,,,Prickly pear,,50:49.0,,,30.82283,-24.21537,,,,,,,
Pp Dense Small Lots Of Them Bugs,,,,,,-24.21536508,30.82264254,-2779673328,3431160872,,Cochineal bug,,-,Low,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,30:56.0,,,30.82264254,-24.21536508,,,,,,,
Qon Large Car Spray,,,,,,-24.2153,30894.00,-2779665384,3439104349,,-,,MSMA,High,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,53:01.0,,,30894,-24.2153,,,,,,,
Qon Large Car Spray,,,,,,-24.2153,30894.00,-2779665384,3439104349,,-,,MSMA,High,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,53:01.0,,,30894,-24.2153,,,,,,,
Pp Med Car Bugs,,,,,,-24.21518706,30.82236566,-2779651599,3431130.05,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,18:48.0,,,30.82236566,-24.21518706,,,,,,,
Pp Med Car Bugs 5c,,,,,,-24.21515433,30.82244388,-2779647604,3431138758,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,19:25.0,,,30.82244388,-24.21515433,,,,,,,
Pp Med Walk Nursery 5c,,,,,,-24.21511315,30.82641792,-2779642577,3431581146,,-,,-,Med,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,00:10.0,,,30.82641792,-24.21511315,,,,,,,
Pp Large Car Bugs 9c,,,,,,-24.21511,30.83621,-2779642193,3432671195,,Cochineal bug,,-,High,Car,Primary,,,,,,,,needs chemical control,9 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,48:02.0,,,30.83621,-24.21511,,,,,,,
Pp Large Car Bugs 9c,,,,,,-24.21510846,30.83621146,-2779642005,3432671358,,Cochineal bug,,-,High,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,48:02.0,,,30.83621146,-24.21510846,,,,,,,
Pp Med Car Bugs 6c,,,,,,-24.21508337,30.82787105,-2779638942,3431742908,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,37:03.0,,,30.82787105,-24.21508337,,,,,,,
Pp Med Car Bugs 6c,,,,,,-24.21508,30.82787,-2779638531,3431742791,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,6 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,37:03.0,,,30.82787,-24.21508,,,,,,,
Pp Med Car Nursery 4c,,,,,,-24.21504,30.82253,-2779633649,3431148345,,-,,-,Med,Car,Primary,,,,,,,,Removed to nursery,4 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,54:09.0,,,30.82253,-24.21504,,,,,,,
Pp Med Car Nursery 4c,,,,,,-24.21503806,30.82252718,-2779633412,3431148031,,-,,-,Med,Car,Primary,,,,,,,,nursery,,,,,,,,Prickly pear,,54:09.0,,,30.82252718,-24.21503806,,,,,,,
Moon Cactus Treated From Road To Here With Bugs,,,,,,-24.21502,30.82324,-2779631208,3431227381,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,Monitor spread of bugs to plants that have been sprayed and plants that havent been sprayed,-,,,,2020 - Quarter 2,,,Moon cactus,,46:57.0,,,30.82324,-24.21502,,,,,,,
Moon Cactus Treated From Road To Here With Bugs,,,,,,-24.21502,30.82324,-2779631208,3431227381,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,Monitor spread of bugs to plants that have been sprayed and plants that havent been sprayed,-,,,,2020 - Quarter 2,,,Moon cactus,,46:57.0,,,30.82324,-24.21502,,,,,,,
Moon Cactus Treated From Road To Here With Bugs,,,,,,-24.21502,30.82324,-2779631208,3431227381,,Cochineal bug,,MSMA,High,Car,Primary,,,,,,,,Monitor spread of bugs to plants that have been sprayed and plants that havent been sprayed,-,,,,2020 - Quarter 2,,,Moon cactus,,46:57.0,,,30.82324,-24.21502,,,,,,,
Qon Small Spray Car,,,,,,-24.21501,30.82261,3609733.04,-2695602583,,-,,MSMA,Low,Car,Primary,,,,,,,,Needs biological control,,,,,2020 - Quarter 2,,,Queen of the night,,55:52.0,,,-24.21501,30.82261,,,,,,,
Qon Small Spray Car,,,,,,-24.21501,30.82261,-2779629987,3431157.25,,-,,MSMA,Low,Car,Primary,,,,,,,,Needs biological control,-,,,,2020 - Quarter 2,,,Queen of the night,Treated,55:52.0,,,30.82261,-24.21501,,,,,,,
Qon Small Spray Car,,,,,,-24.21500683,30.82261174,-2779629.6,3431157444,,-,,MSMA,Low,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,55:52.0,,,30.82261174,-24.21500683,,,,,,,
Knobthorn Wrapped,,1,5m Mesh,23-Jun,2021-06-23T09:38:05+02:00,-24.2149826,30.86754945,-2779626643,3436159887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp Car Both,,,,,,-24.21496,30.8227,-2779623884,3431167269,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,,37:09.0,,,30.8227,-24.21496,,,,,,,
Pp Car Both,,,,,,-24.21496,30.8227,-2779623884,3431167269,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,-,,,,2020 - Quarter 2,,,Prickly pear,Treated,37:09.0,,,30.8227,-24.21496,,,,,,,
Pp Car Both,,,,,,-24.21496,30.8227,-2779623884,3431167269,,Cochineal bug,,MSMA,Med,Car,Primary,,,,,,,,,,,,,2020 - Quarter 2,,,Prickly pear,,37:09.0,,,30.8227,-24.21496,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21495,30.82266,-2779622663,3431162816,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,2020 - Quarter 2,,,Prickly pear,Treated,57:31.0,,,30.82266,-24.21495,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21495,30.82266,-2779622663,3431162816,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,2020 - Quarter 2,,,Prickly pear,Treated,57:31.0,,,30.82266,-24.21495,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21495,30.82266,-2779622663,3431162816,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,2020 - Quarter 2,,,Prickly pear,Treated,57:31.0,,,30.82266,-24.21495,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21495,30.82266,-2779622663,3431162816,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,2020 - Quarter 2,,,Prickly pear,Treated,57:31.0,,,30.82266,-24.21495,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21494775,30.82266098,-2779622389,3431162925,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,57:31.0,,,30.82266098,-24.21494775,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21494775,30.82266098,-2779622389,3431162925,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,57:31.0,,,30.82266098,-24.21494775,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21494775,30.82266098,-2779622389,3431162925,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,57:31.0,,,30.82266098,-24.21494775,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21494775,30.82266098,-2779622389,3431162925,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,57:31.0,,,30.82266098,-24.21494775,,,,,,,
Moon Cactus Infestation. Untreated,,,,,,-24.21492,30.82395,-2779619002,3431306418,,-,,-,High,Foot,Secondary,,,,,,,,,,,,,,,,Moon cactus,,49:46.0,,,30.82395,-24.21492,,,,,,,
Pp Med Car Bugs,,,,,,-24.21491,30.83534,-2779617781,3432574347,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,5c,,,,2020 - Quarter 2,,,Prickly pear,Treated,39:43.0,,,30.83534,-24.21491,,,,,,,
Pp Med Car Bugs,,,,,,-24.21491,30.83534,-2779617781,3432574347,,Cochineal bug,,-,Med,Car,Primary,,,,,,,,needs chemical control,5c,,,,2020 - Quarter 2,,,Prickly pear,Treated,39:43.0,,,30.83534,-24.21491,,,,,,,
Pp Med Car Bugs,,,,,,-24.21490919,30.83534247,-2779617682,3432574622,,Cochineal bug,,,Med,Car,Primary,,,,,,,,,,,,,,,,Prickly pear,,39:43.0,,,30.83534247,-24.21490919,,,,,,,
Pp Small Walk spray 3c,,,,,,-24.2149,30.8226,-2779616.56,3431156137,,-,,MSMA,Low,Foot,Secondary,,,,,,,,Update - Dead,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,27:00.0,,,30.8226,-24.2149,,,,,,,
Pp Small Walk Nursery 3c,,,,,,-24.21489673,30.82259628,-2779616161,3431155723,,-,,-,Low,Foot,Secondary,,,,,,,,nursery,,,,,,,,Prickly pear,,27:00.0,,,30.82259628,-24.21489673,,,,,,,
Pp Med Walk Bugs 5c,,,,,,-24.21489,30.82264,-2779615.34,3431160.59,,Cochineal bug,,-,Med,Foot,Secondary,,,,,,,,needs chemical control,5 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,25:40.0,,,30.82264,-24.21489,,,,,,,
Qon Med Car Bugs,,,,,,-24.2148885,30.82106952,-2779615157,3430985765,,Mealy bug,,-,Med,Car,Primary,,,,,,,,,,,,,,,,Queen of the night,,01:44.0,,,30.82106952,-24.2148885,,,,,,,
Pp Med Walk Bugs 5c,,,,,,-24.21488714,30.8226423,-2779614991,3431160846,,Cochineal bug,,,Med,Foot,Secondary,,,,,,,,,,,,,,,,Prickly pear,,25:40.0,,,30.8226423,-24.21488714,,,,,,,
Moon Cactus Infestation. Untreated,,,,,,-24.21486,30.82433,-2779611678,3431348.72,,-,,-,High,Car,Primary,,,,,,,,,,,,,,,,Moon cactus,,50:20.0,,,30.82433,-24.21486,,,,,,,
Pp small walk 3c,,,,,,-24.21485,30.82263,-2779610458,3431159477,,-,,-,Low,Foot,Secondary,,,,,,,,No treatment, close enough to another pp for bugs to spread,3 cladodes,,,,2020 - Quarter 2,,,Prickly pear,Treated,26:09.0,,,30.82263,-24.21485,,,,,,
